STNCode|Name of Monitoring Location|State_Name|Temperature_Min|Temperature_Max|pH_Min|pH_Max|Conductivity_Min(μmhos/cm)|Conductivity_Max(μmhos/cm)|BOD_Min (mg/L)|BOD_Max (mg/L)|Nitrate N_Min (mg/L)|Nitrate N_Max (mg/L)|Faecal Coliform_Min (MPN/100ml)|Faecal Coliform_Max (MPN/100ml)|Total Coliform_Min (MPN/100ml)|Total Coliform_Max (MPN/100ml)|Total Dissolved Solids_Min (mg/L)|Total Dissolved Solids_Max (mg/L)|Fluoride_Min(mg/L)|Fluoride_Max(mg/L)|Arsenic_Min (mg/L)|Arsenic_Max (mg/L)
3885|WELL AT DHANDERAR KULAM,SEDARAPET|PUDUCHERRY|30|31|7.6|7.6|1294|1564|1|1|2.5|3.98|-|-|-|-|746|1217|-|-|0.001|0.001
3882|WELL AT ECHANKADU,KIRUMAMBAKKAM|PUDUCHERRY|32|33|6.7|7|461|498|1|1|0.3|0.3|-|-|-|-|268|273|-|-|0.001|0.001
1454|WELL AT KALAPET, PONDI.UNIVERSITY ADMN. BLOCK|PUDUCHERRY|30|31|6.1|6.1|354|770|1|1|1.14|2.3|-|-|-|-|162|438|-|-|0.001|0.001
1688|WELL AT KATTERIKUPPAM|PUDUCHERRY|31|31|7.4|7.7|778|789|1|1|0.56|1.1|-|-|-|-|475|498|-|-|0.001|0.001
3886|WELL AT KOTHAPURINATHAM,THIRUVANDARKOIL|PUDUCHERRY|30|31|7.5|7.7|1200|1301|1|1|4.2|4.4|-|-|-|-|734|786|-|-|0.001|0.001
2009|WELL AT KURUMBAPET|PUDUCHERRY|30|32|6.4|6.8|649|706|1|1|3.2|4|-|-|-|-|395|465|-|-|0.001|0.001
2012|WELL AT MARUTHI SCHOOL,KARUVADIKUPPAM|PUDUCHERRY|31|31|6.4|7.6|2060|2500|1|1|1|1.87|-|-|-|-|1278|1648|-|-|0.001|0.001
2010|WELL AT METTUPALAYAM|PUDUCHERRY|31|33|6.3|6.5|673|837|1|1|1|8|-|-|-|-|498|626|-|-|0.001|0.001
1397|WELL AT MUTHIALPET AREA(I) RAMAKRISHNA NAGAR/KRISHNA NAGAR|PUDUCHERRY|30|31|6.1|6.1|836|1294|1|1|7|7.53|-|-|-|-|557|611|-|-|0.001|0.001
1453|WELL AT MUTHIRAPPALAYAM (PWD)|PUDUCHERRY|31|31|6.6|7.1|692|750|1|1|3.3|5.27|-|-|-|-|497|599|-|-|0.001|0.001
1687|WELL AT NEHRU STATUEMISSION ST. - CHETTY KOIL|PUDUCHERRY|29|30|7|7|1686|1970|1|1|0.54|1.6|-|-|-|-|1052|1286|-|-|0.001|0.001
2446|WELL AT PALLUR|PUDUCHERRY|28|28|5.3|5.3|289|289|1|1|0.3|0.3|-|-|-|-|190|190|-|-|0.001|0.001
2447|WELL AT PANTHAKKAL|PUDUCHERRY|29|29|5|5|83|83|1|1|0.3|0.3|-|-|-|-|51|51|-|-|0.001|0.001
2013|WELL AT T.R.PATTINAM,KARAIKAL|PUDUCHERRY|27.4|28.4|8.1|8.4|1926|2030|1|1|0.3|0.4|-|-|-|-|1068|1093|-|-|0.001|0.001
1398|WELL AT THENGAITHITTU AREA,(II)|PUDUCHERRY|31|31.5|6.3|6.4|1769|1867|1|1|0.3|0.3|-|-|-|-|1215|1283|-|-|0.001|0.001
2011|WELL AT URUVAIYAR|PUDUCHERRY|32|32|7.5|8|1830|1863|1|1|0.3|0.3|-|-|-|-|1193|1309|-|-|0.001|0.001
2014|WELL AT VADAMATTAM,KARAIKAL|PUDUCHERRY|27.8|28.4|8|8.1|1509|1511|1|1|0.4|0.5|-|-|-|-|818|851|-|-|0.001|0.001
3883|WELL NEAR BY LAKE BAHOUR|PUDUCHERRY|32|32|7.3|7.4|336|363|1|1|0.3|0.3|-|-|-|-|168|203|-|-|0.001|0.001
4155|DAIRY COMPLEX, TAJPUR ROAD, LUDHIANA OPP SATISH DAIRY MEAR AMRIT DHARAM KANTA|PUNJAB|-|-|7.6|7.8|1114|1329|1|1|0.3|0.3|2|2|2|2|703|783|0.3|0.3|0.001|0.001
4153|DASHMESH NAGAR, GALI NO 12,LUDHIANA|PUNJAB|-|-|7.6|8|783|905|1|1|0.3|0.3|2|2|2|2|446|504|0.2|0.2|0.001|0.001
2918|DERA BASSI, PUNJAB|PUNJAB|-|-|8.1|8.5|1560|2721|1|1|0.3|1.3|2|2|2|2|845|1548|0.8|0.9|0.001|0.001
2919|DERA BASSI, PUNJAB|PUNJAB|-|-|7.9|8.4|1221|1835|1|1|0.3|1.2|2|2|2|2|697|1195|0.7|0.9|0.001|0.001
4144|GROUND WATER SAMPLINGBLOCATION IN VILLAGE MAIN|PUNJAB|25|29|8.1|8.3|566|604|1|1|1.1|1.2|2|2|2|2|321|327|0.3|0.3|0.001|0.001
1900|GURCHAARAN SINGH HAIBOWAL DAIRY COMPLEX,LUDHIANA|PUNJAB|-|-|7.5|7.6|882|1365|1|1|0.3|0.4|2|2|2|2|484|819|0.2|0.4|0.001|0.001
2920|HAMIRA VILLAGE, PUNJAB|PUNJAB|35|35|7.4|7.4|1041|1041|1|1|7.2|7.2|2|2|2|2|680|680|0.3|0.3|0.001|0.001
2921|HAMIRA VILLAGE, PUNJAB|PUNJAB|35|35|7.5|7.5|510|510|1|1|1.2|1.2|2|2|2|2|281|281|0.6|0.6|0.001|0.001
4139|HANDPUMP AT PARK ADJOINING TO NATIONAL INDUSTRIES, E-128, PH-IV, FOCALPOINT LUDHIANA|PUNJAB|-|-|7.3|7.3|1860|1860|1|1|11|11|2|2|2|2|1056|1056|0.2|0.2|0.001|0.001
4156|HANDPUMP IN AREA ON SUA ROAD NEAR DHANDARI KALAN,LUDHIANA|PUNJAB|-|-|7.5|7.9|790|1045|1|1|0.3|0.6|2|2|2|2|475|602|0.2|0.2|0.001|0.001
4137|HANDPUMP IN M/S DEEP STEELLTD, MUGHAL MAJRA, MANDI GOBBINDGARH|PUNJAB|-|-|7.7|7.8|682|917|1|1|0.3|0.7|2|2|2|2|398|607|0.2|0.6|0.001|0.001
4140|HANDPUMP IN SAHOTABAGHBANI FARM, VILL HARIAN, MACHIWARA|PUNJAB|-|-|7.7|7.7|1636|1636|1|1|9.2|9.2|2|2|2|2|931|931|0.3|0.3|0.001|0.001
4141|HANDPUMP INSTRIAL GROWTH CENTRE, DEFENCE ROAD,PATHANKOT|PUNJAB|25|29|7.4|7.7|432|472|1|1|0.3|1.2|2|2|2|2|257|263|0.2|0.2|0.001|0.001
4143|HANDPUMP NEAR ASH DYKES OF NABHA POWER LTD, VILLNALASH, RAJPURA|PUNJAB|29|29|8|8|1392|1392|1|1|2.4|2.4|2|2|2|2|697|697|0.4|0.4|0.001|0.001
4138|HANDPUMP, 149 NEAR SANT PRITAM SCHOOL, AMBEYMAJRA, MANDI GOBINDGARH|PUNJAB|-|-|7.7|7.7|578|670|1|1|0.3|0.3|2|2|2|2|318|382|0.2|0.5|0.001|0.001
4142|HANDPUMP, VILL DHERIWAL, DIST PATHANKOT|PUNJAB|24|24|7.3|7.4|450|498|1|1|0.3|1.4|2|2|2|2|268|273|0.2|0.2|0.001|0.001
2922|LEATHER COMPLEX,JALANDHAR, PUNJAB|PUNJAB|38|38|7.7|7.7|915|915|1|1|2.1|2.1|2|2|2|2|578|578|0.2|0.2|0.001|0.001
2923|LEATHER COMPLEX,JALANDHAR, PUNJAB|PUNJAB|38|38|7.6|7.6|2015|2015|1|1|1.4|1.4|2|2|2|2|1502|1502|0.9|0.9|0.001|0.001
2924|MANDI GOBINDGARH, PUNJAB|PUNJAB|-|-|7.6|7.8|853|1054|1|1|0.3|0.7|2|2|2|2|505|690|0.2|0.7|0.001|0.001
2925|MANDI GOBINDGARH, PUNJAB|PUNJAB|-|-|7.6|7.8|866|1084|1|1|0.3|0.8|2|2|2|2|521|718|0.2|0.8|0.001|0.001
4135|MSW DUMPING SITE, JAMALPUR|PUNJAB|-|-|7.7|8|520|730|1|1|0.3|0.32|2|2|2|2|312|418|0.2|0.3|0.001|0.001
2917|NEAR HARMANDIR SAHEB, AMRITSAR, PUNJAB|PUNJAB|-|-|7.5|7.6|593|1016|1|1|0.4|0.6|2|2|2|2|383|610|0.3|0.5|0.001|0.001
2916|NEAR LANDFILL SITE, AMRITSAR,PUNJAB|PUNJAB|-|-|7.7|7.8|475|912|1|1|0.4|1.4|2|2|2|2|442|540|0.3|0.4|0.001|0.001
1903|PUNJAB AGRICULTURALUNIVERSITY, LUDHIANA|PUNJAB|-|-|7.6|8|470|516|1|1|0.3|0.3|2|2|2|2|280|348|0.2|0.2|0.001|0.001
2928|ROPAR, PUNJAB|PUNJAB|-|-|7.5|7.5|517|517|1|1|0.3|0.3|2|2|2|2|305|305|0.5|0.5|0.001|0.001
2929|ROPAR, PUNJAB|PUNJAB|-|-|7.8|7.8|570|570|1|1|0.3|0.3|2|2|2|2|335|335|0.3|0.3|0.001|0.001
4145|SAGAR PARA DRAIN MEETING WITH GHAGGAR NEAR VILLSAGAR PARA, PATRAN|PUNJAB|29|29|7.9|7.9|911|911|1|1|1.2|1.2|2|2|2|2|498|498|0.4|0.4|0.001|0.001
1902|SHUKLA TEA STAL POINT, LUDHIANA|PUNJAB|-|-|7.3|7.3|1160|1160|1|1|10.3|10.3|2|2|2|2|638|638|0.2|0.2|0.001|0.001
4136|STP JAMALPUR|PUNJAB|-|-|7.6|7.7|1471|1747|1|1|0.3|0.3|2|2|2|2|878|1004|0.3|0.5|0.001|0.001
2930|TOANSA, PUNJAB|PUNJAB|-|-|7.9|8|1592|1625|1|1|3.4|3.7|2|2|2|2|904|915|0.4|0.5|0.001|0.001
2931|TOANSA, PUNJAB|PUNJAB|-|-|8|8.2|568|1498|1|1|1.4|1.9|2|2|2|2|319|862|0.2|0.3|0.001|0.001
4154|TSSM SR SEC SCHOOLSHIMLAPURI, LUDHIANA|PUNJAB|-|-|7.4|8.1|862|915|1|1|0.3|1.2|2|2|2|2|519|552|0.2|0.3|0.001|0.001
4134|TUBE WELL AT RSSB, TIBBA ROAD, LUDHIANA INDUSTRIALAREA|PUNJAB|-|-|7.7|8|504|550|1|1|0.3|0.4|2|2|2|2|304|331|0.2|0.4|0.001|0.001
1707|BORE WELL IN MODI ALKALIS & CHEMICALS, MIA, ALWAR,RAJASTHAN|RAJASTHAN|28|32|7.3|7.7|2100|3090|-|-|0.9|3.04|4|4|4|7|1522|2000|0.4|0.5|-|-
3002|BORE WELL M/S R.C. PALACE HOTEL, BHIWADI, RAJASTHAN|RAJASTHAN|29|32|7.2|8|870|1629|-|-|2.74|3.1|64|93|120|150|678|1058|0.5|0.7|-|-
4166|BORE WELL NEAR MSW SITE/KANOTA DAM, JAIPUR|RAJASTHAN|27|29|7.7|8.1|2200|3770|-|-|7.36|8.04|7|14|14|20|1632|2440|1.1|1.3|-|-
4165|BORE WELL NEAR STP AT GAJADHARPURA, JAIPUR|RAJASTHAN|27|30|7.4|7.6|1170|1896|-|-|3.04|3.14|14|14|21|28|878|1232|0.7|0.8|-|-
3005|BORE WELL OF M/S KUNDANEDIBLE FOOD PRODUCT, KHUSKHERA, RAJASTHAN|RAJASTHAN|28|29|7.8|8.4|760|1275|-|-|2.36|3.12|93|460|240|1100|584|825|0.5|0.7|-|-
3004|BORE WELL OF M/S MODERNPUBLIC SCHOOL, BHIWADI, RAJASTHAN|RAJASTHAN|30|30|7.8|8.2|1310|1809|-|-|2.36|3.04|2|4|4|9|942|1175|0.5|0.6|-|-
3003|BORE WELL OFFICE OF RAJ.HOUSING BOARD, BHIWADI, RAJASTHAN|RAJASTHAN|30|30|7.6|7.9|1480|2100|-|-|7.08|8.04|2|4|9|11|1144|1365|0.5|0.6|-|-
3001|BORE WELL SH. BHRAM JEETSERVICE STATION, BHIWADI, RAJASTHAN|RAJASTHAN|29|29|7.6|8.2|2000|2530|-|-|7.36|9.2|64|93|210|240|1358|1646|0.4|1|-|-
2999|BORE WELL SH. PREM CHAND, VILLAGE PHALSHA MODE RIACHOPNADI, RAJASTHAN|RAJASTHAN|27|28|7.2|7.9|1330|2090|-|-|3.15|4.4|240|240|460|460|964|1356|0.4|0.6|-|-
3000|BORE WELL SH. UMESH KUMARS/O SH. HORIDWARI RAM 3A-16 UIT, BHIWADI, RAJASTHAN|RAJASTHAN|30|30|7.1|8.1|780|1468|-|-|2.4|4.12|2|2|2|4|596|954|0.4|0.4|-|-
4182|BOREWELL AT RO OF RSPCB,BHIWADI, TIJARA, ALWAR|RAJASTHAN|30|30|7.8|7.8|4800|4800|-|-|3.16|3.16|2|2|4|4|3678|3678|0.8|0.8|-|-
4183|BOREWELL AT STAR HOSPITAL,INFRONT OF STP, BHIWADI, TIJARA, ALWAR|RAJASTHAN|28|28|7.1|8.2|2000|3070|-|-|5.7|7.7|120|240|210|460|1394|1996|0.8|0.8|-|-
4184|BOREWELL IN CETP PREMISES,BHIWADI, TIJARA, ALWAR|RAJASTHAN|28|30|7.3|8.2|1900|2550|-|-|4.12|4.72|2|4|4|7|1396|1655|0.4|0.4|-|-
4181|BOREWELL IN THE HOUSE AKRAM KHAN, AMLAKI, KHARGANJ INDL AREA, TIJARA,ALWAR|RAJASTHAN|25|27|7.1|7.9|3100|5170|-|-|1.14|1.6|39|39|75|120|2238|3350|0.4|0.4|-|-
4797|BOREWELL NEAR MAIN GATE,CITY PALACE, NEAR SHEETLA MATA TEMPLE, UDAIPUR|RAJASTHAN|25|27|7.2|7.7|870|1045|-|-|0.9|1.7|2|3|3|4|664|679|0.4|0.6|-|-
4765|BOREWELL OF AJANTA TEXTILESNAKODA ROAD, JASOL,|RAJASTHAN|25|27|7.8|7.9|26000|27000|-|-|4.72|5.48|2|3|3|3|19254|21254|0.3|0.5|-|-
4766|BOREWELL OF AMRITLAL S/OBACHARAJ & JOINT KRISHI FORM KH. NO. 66/15, BITHUJA|RAJASTHAN|25|27|7.6|7.9|14900|17000|-|-|3.52|4.2|3|4|4|7|11184|12164|0.4|0.6|-|-
4798|BOREWELL OF BSNL OFFICE, SECTOR-03, HIRAN MARG,UDAIPUR|RAJASTHAN|24|27|7|7.8|1690|3410|-|-|1.3|2.68|9|14|14|28|1224|2210|0.9|1|-|-
4180|BOREWELL OF JYOTI UCHCHMADHYMIC VIDHYALAYA,|RAJASTHAN|30|31|7.3|8.1|1320|2550|-|-|7.7|8.8|39|64|75|120|984|1657|0.9|1.1|-|-
None|NAYAGAON, RAMPURMUNDANA, BHIWADI|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
4763|BOREWELL OF SHRI PEMARAM MALI/DHUDARAM MALI,BITHUJA, BALOTRA|RAJASTHAN|25|27|7.8|7.8|4300|7300|-|-|3.04|4.2|4|9|9|21|3128|5184|0.6|0.7|-|-
4779|BOREWELL OF VKIARECREATIONAL CLUB JAIPUR|RAJASTHAN|26|30|7.6|8|850|1272|-|-|2.48|3.68|7|11|11|20|604|826|0.4|0.7|-|-
1720|CHAUDHARY KA WELL VILLAGE PANIALA, KOTAPUTALI NEAR ASSOCIATED ALCOHOL BREVERIES LTD JAIPUR,RAJASTHAN|RAJASTHAN|26|30|7.1|8.2|2300|4040|-|-|4.56|5.24|3|4|4|7|1588|2620|0.9|1|-|-
4799|HAND PUMP AT DISTRICTCOLLECTOR OFFICE, BARAN|RAJASTHAN|30|32|7.6|8.2|990|1280|-|-|2.6|3.04|4|4|9|9|756|906|0.7|0.9|-|-
4800|TUBE WELL AT DISTRICTCOLLECTOR OFFICE, CHURU|RAJASTHAN|25|27|7.9|8.2|900|2900|-|-|1.3|6.2|4|4|7|9|692|2132|0.7|1.2|-|-
4801|HAND PUMP AT DISTRICTCOLLECTOR OFFICE, DAUSA|RAJASTHAN|26|26|7.7|8.3|4800|6200|-|-|5.36|5.6|4|7|9|14|36|4030|1.2|1.3|-|-
4802|HAND PUMP AT DISTRICTCOLLECTOR OFFICE, KARAULI|RAJASTHAN|27|27|7.9|8|1505|1900|13.2|13.2|2.4|3.08|4|7|9|11|978|1214|0.5|0.6|-|-
4170|HAND PUMP AT VILLAGEATOON, BHILWARA|RAJASTHAN|17|19|7.9|7.9|1110|1440|-|-|2.2|2.8|3|7|7|11|724|1064|0.9|1.1|-|-
4169|HAND PUMP AT VILLAGE MANGROP, BHILWARA|RAJASTHAN|17.5|19.5|7.8|7.9|1090|1140|-|-|2.8|3.04|4|9|9|14|792|832|0.8|1.1|-|-
3006|HAND PUMP NEAR NEVTA TIRAHA, NEVTA DAM,SANGANER, JAIPUR, RAJASTHAN|RAJASTHAN|26|26|7.8|8|2200|2860|-|-|3.1|4.72|4|4|7|9|1582|1855|0.8|1|-|-
4176|HAND PUMP NEAR RIICO INUSTRIAL AREA, AAJOLIYON KA KHERA, GANGRAR,CHITTORGARH|RAJASTHAN|23|24|6.9|7.8|2100|2970|-|-|1.2|3.52|9|21|23|28|1662|1797|0.9|1.1|-|-
1715|HAND PUMP NEAR SECONDARY SCHOOL ABOUT 300MT. FROMKANSUA NALLAH KOTA, RAJASTHAN|RAJASTHAN|28|28|7.2|7.9|1190|1645|-|-|1.7|2.1|7|11|21|28|828|1069|1.1|1.2|-|-
1723|HAND PUMP OF VIDHANIVILLAGE GONER ROAD JAIPUR, RAJASTHAN|RAJASTHAN|27|27|7.5|8|7500|9490|-|-|4.56|6.14|3|4|7|7|5826|6210|1.3|1.4|-|-
4759|HANDPUMP IN FRONT OFURBAN IMPROVEMENT TRUST, CIVIL LINES, AJMER|RAJASTHAN|27|27|7.8|7.9|2200|2900|-|-|2.1|2.8|4|7|7|11|1672|1996|0.5|0.6|-|-
4791|HANDPUMP NEAR M/S CHAMBLE FERTILIZER &CHEMICALS, GADEPAN|RAJASTHAN|26|28|8|8.2|500|785|-|-|2|2.46|3|4|4|7|374|510|0.8|1|-|-
4792|HANDPUMP NEAR M/SRAJASTHAN TEXTILE MILLS, BHAWANI MANDI|RAJASTHAN|28|29|7.6|8|738|3500|-|-|1.7|2.06|9|14|14|21|479|2668|0.6|1|-|-
4760|HANDPUMP WITHIN PREMISES OF NAGAR PARISHAD OFFICE, OLD CITY ROAD, DESHWALIMOHALLA, KRISHANGARH|RAJASTHAN|27|28|7.9|8.1|1520|1870|-|-|2.4|3.4|3|7|4|14|1086|1226|0.6|0.7|-|-
2023|HOTEL ORIENT PLACE, SUBHASNAGAR, UDAIPUR|RAJASTHAN|24|28|6.9|7.1|1211|1310|-|-|1.3|2.06|4|7|11|14|787|992|0.7|0.8|-|-
2024|IN SIDE SHIV TEMPLE NEAR AIR FORCE STATION AMER ROAD,JAIPUR|RAJASTHAN|26|30|7.4|7.9|2300|2350|-|-|4.2|4.72|3|3|4|4|1521|1638|0.7|0.8|-|-
4783|JHALANA FOREST PARK, NEARMALVIYA NAGAR IND. AREA, MALVIYA NAGAR JAIPUR|RAJASTHAN|25|25|7|7.3|960|1416|-|-|2.62|3.12|3|3|4|11|684|920|0.6|0.7|-|-
4764|M/S ABHISHEK KOTHARI,NAKODA ROAD MEWA NAGAR, JASOL, PACHPADRA,|RAJASTHAN|25|27|7.5|7.7|2200|3500|-|-|3.52|4.12|4|7|9|11|1644|2476|0.4|0.6|-|-
2969|M/S SPECIALTY SILICA LTD., MIA ALWAR AGRO FOOD PARK, ALWAR, RAJASTHAN|RAJASTHAN|29|30|6.9|7.4|820|1203|-|-|0.7|1.82|7|9|14|23|684|782|0.4|0.5|-|-
2031|NEAR 9 NO. PETROL PUMP, NEAR ADARSH NAGAR GATE,AJMER|RAJASTHAN|27|27|8|8.2|1020|1060|-|-|1.8|2.36|3|7|4|11|732|758|0.6|0.8|-|-
2027|NEAR ABN CENTRAL ACADEMY,SUSILPURA, SODALA, JAIPUR.|RAJASTHAN|25|29|7.6|8|970|1406|-|-|4.56|5.24|4|7|9|20|722|913|0.8|1|-|-
2021|NEAR ARVIND GENERAL STORE,ALOO FACTORY, KACCHI BASTI, SARDARPURA, UDAIPUR|RAJASTHAN|24|26|7|7.1|1550|1962|-|-|2.2|3.1|4|4|7|9|1158|1275|0.6|0.8|-|-
2026|NEAR FOJI NAGAR, KACCHIBASTI, AMBABARI, JAIPUR.|RAJASTHAN|28|30|7.2|7.8|1070|1519|-|-|1.4|2.1|3|14|4|20|778|987|0.4|0.5|-|-
2029|NEAR GANDHI BHWAN, AJMER|RAJASTHAN|27|27|8|8.1|1630|1810|-|-|2.2|2.8|4|7|9|11|1148|1236|0.8|1.2|-|-
2032|NEAR KHANPURA TALAB, AJMER|RAJASTHAN|27|27|8.2|8.4|380|410|-|-|1.1|1.24|14|14|20|21|252|312|0.8|1|-|-
2022|NEAR RANA PRATAP NAGAR, RAILWAY STATION, UDAIPUR|RAJASTHAN|25|27|7.1|7.3|1690|1860|-|-|1.5|2.1|2|3|3|4|1209|1258|0.8|1|-|-
2028|NEAR SAMSHAN VISHWAKARMANAGAR, MAHARANIFARM, JAIPUR|RAJASTHAN|26|26|8.2|8.3|620|838|-|-|0.84|1.02|7|9|20|20|472|529|0.4|0.6|-|-
2025|NEAR SHREE KALYANESHWAR MAHADEV TEMPLE, JAI SINGHPURA KHURD, JAIPUR.|RAJASTHAN|26|30|7.7|8|1320|1670|-|-|1.7|2.06|3|4|3|4|858|1198|0.6|0.7|-|-
2019|NEAR UIT BRIDGE, UDAIPUR|RAJASTHAN|24|27|7|7.2|1080|1370|-|-|1.5|2.8|7|7|14|14|702|1062|0.8|0.8|-|-
2020|NEW FATEHPURA, 200 FT.FROMPANCHWATI NALLAH, UDAIPUR|RAJASTHAN|25|26|7.1|7.1|1747|1800|-|-|2|3.04|3|7|7|11|1135|1292|0.7|0.8|-|-
4782|OFFICE OF ASSISTANT ENGINEER, JAIPUR, VIDHUT VITRAN NIGAM LTD, RIICO IND. AREA, BAGRU,TEHSIL-SANGANER,|RAJASTHAN|26|26|7.5|8.1|4600|7270|-|-|4.72|5.36|7|7|11|11|3454|4720|1.2|1.3|-|-
4796|OPEN WELL OF SARAS DAIRY,VILAS, NH-08, UDAIPUR|RAJASTHAN|23|28|6.8|7|810|1756|-|-|1.1|1.76|3|4|7|11|612|1141|0.7|0.8|-|-
4768|OPENWELL OF SHRI ISHWAR SINGH MALI S/O BHURJI MALI,DHANNA KI DHANI BILASAR,|RAJASTHAN|25|27|7.8|8.2|11000|11000|-|-|4.12|4.56|64|75|120|120|7988|8294|0.4|0.6|-|-
2015|PABUPURA ROAD NEAR CIVILAIR PORT, JODHPUR (MANGILAL RATHOR)|RAJASTHAN|26|26|7.2|7.8|2200|2900|-|-|2.06|2.74|4|9|14|14|1664|1887|0.9|1|-|-
1721|PHED WELL NEAR RAILWAY LINEJHOTAWARA, JAIPUR, RAJASTHAN|RAJASTHAN|26|30|7.7|8.3|490|764|-|-|0.8|1.82|3|4|7|9|358|497|0.6|0.7|-|-
1725|PUBLIC HAND PUMP BEFORESANGANER PULIA, RAJASTHAN|RAJASTHAN|27|27|7.3|7.6|2400|2570|-|-|2.28|4.12|14|14|20|21|1672|1734|0.7|0.8|-|-
4793|PUBLIC TUBEWELL, VILLAGE-NAMI, TEHSIL|RAJASTHAN|24|27|7.6|8.5|820|1400|-|-|2.2|4.72|3|4|4|9|638|1048|0.7|0.9|-|-
1706|RIICO PUMP HOUSE NEAR MONTO MOTORS, MIA, ALWAR,RAJASTHAN|RAJASTHAN|28|29|7|7.7|1190|1318|-|-|0.9|3.32|2|3|3|4|856|878|0.7|1|-|-
2970|RIICO TUBE WELL, RIA, BEHROR,RAJASTHAN|RAJASTHAN|30|30|8.3|8.3|1360|1360|-|-|1.8|1.8|9|9|20|20|1022|1022|0.4|0.4|-|-
2971|RIICO TUBE WELL, RIA,NEEMRANA, RAJASTHAN|RAJASTHAN|28|32|7|7.4|2900|3910|-|-|2.2|3.68|9|14|21|21|2048|2540|0.5|0.7|-|-
2973|RIICO TUBE WELL, RIA,SHAHJAHANPUR, RAJASTHAN|RAJASTHAN|28|28|6.9|7.1|3300|5060|-|-|1.3|2.28|14|14|21|28|2362|3280|0.8|0.9|-|-
2972|RIICO TUBE WELL, RIA,SOTANALA, RAJASTHAN|RAJASTHAN|29|30|7.1|7.4|3410|3500|-|-|0.8|1.76|20|20|21|28|2210|2616|0.6|0.8|-|-
4775|RIICO TUBEWELL NO. 3 LOCATED ON ROAD SIDE CLOSE TO INDAG RUBBER AND OPPOSITE TO HONDA SHOWROOM, NEELAM CHOWK, BHIWADI, TEHSIL-TIJARA|RAJASTHAN|29|29|7.2|8|1490|2390|-|-|3.16|4.12|39|39|64|75|1114|1554|0.4|0.6|-|-
4777|RIICO TUBEWELL NO. 31, LOCATED NEAR BKL LIFESTYLE, PLOT NO. 1228, RIA, BHIWADI,OPP. TO ACRO PAINTS-II, TIJARA|RAJASTHAN|29|30|7.1|7.9|1270|1896|-|-|3.68|4.2|2|2|4|4|962|1228|0.5|0.6|-|-
4778|RIICO TUBEWELL NO. 34, LOCATED ON ROAD SIDE OF 220 KVA POWER STATION, CLOSE TO BKT(ESI HOSPITAL), RAMPUR MUNDANA RIS BHIWADI,TIJARA,|RAJASTHAN|29|31|7.3|8.2|1270|1645|-|-|3.32|4.72|4|9|9|14|888|1069|0.4|0.5|-|-
4774|RIICO TUBWELL NO. 1, LOCATED NEAR GANPATI TUBES & FABRICATION (P) LTD SP-A- 53(A), RIA, BHIWADI, OPPOSITE TO WHEEL'O CITY AT T-POINT,TEHSIL- TIJARA|RAJASTHAN|29|29|7.2|7.2|2690|2690|-|-|2.36|2.36|150|150|210|210|1680|1680|0.4|0.4|-|-
2968|SH. BHANA RAM KALAL, DHARU NAGAR, NEAR MAIN MANDIA|RAJASTHAN|21.6|22|8|8.6|3400|5750|-|-|2.36|3.12|9|9|14|20|2574|3730|1.1|1.2|-|-
None|ROAD, OPP. VILLAGE MANDIA,PALI, RAJASTHAN|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
2967|SH. POL SINGH PUROHIT, VILLAGE PUNAYATA, PALI,RAJASTHAN|RAJASTHAN|21.5|24|7.8|7.8|6410|9000|-|-|3.07|4.92|4|9|7|21|4140|6656|1.1|1.1|-|-
4803|SHAHID CAPT, CHANDRACHOUDHARY PARK, BIKANER|RAJASTHAN|24.2|25|7|7.5|5000|5350|-|-|2.6|3.04|4|4|9|11|3442|3470|0.4|0.5|-|-
4806|SHRI BABUAL SOPATRA, SHEKHOKI DDHANI PALI|RAJASTHAN|21.9|24|7.9|8.5|3100|4810|-|-|2.36|2.36|4|7|9|20|2292|3120|1.1|1.2|-|-
2965|SHRI GIRDHARI SINGH CHOUDHARY NEAR BANDI BRIDGE, PALI BYE PASS ROAD,PALI, RAJASTHAN|RAJASTHAN|21.2|24|7.8|8.4|5600|7600|-|-|3.07|5.24|23|75|64|120|3942|4940|0.8|1|-|-
2966|SHRI GIRDHARI SINGH RAJPUROHIT NEAR VILLAGE PUNAYATA, JODHPUR- SUMERPUR BYE PASS ROAD,PALI, RAJASTHAN|RAJASTHAN|22|23|7.9|8.5|450|557|-|-|1.5|1.7|4|7|9|11|332|362|0.5|0.7|-|-
4807|SHRI MUKESH RAJPUROHIT, INFORNT OF GS-197-A, PUNAYATA INDUSTRY ROAD, NEAR BY NATIONAL HIGHWAYPALI-JODHPUR, CETP-IV, PALI|RAJASTHAN|22|24|7.5|8.3|8800|9550|-|-|2.8|4.56|2|7|9|14|6200|6428|1.1|1.2|-|-
4809|SHRI RANARAM, NEAR BHANWAR SINGH MANDLIFROM HOUSE NH-PALI- SUMERPUR|RAJASTHAN|21.2|23|7.5|8|1160|7700|-|-|1.66|4.4|4|7|11|11|868|5000|1.1|1.2|-|-
